odsCode,cdbNumber
FG915,600036199
FG960,600036202
FG989,600036208
FGA03,600036213
FGA17,600087641
FGA35,600036217
FGA49,600039447
FGA50,600037907
FGA51,600036220
FGA56,600036221
FGA58,600036222
FGA65,600040842
FGA96,600036226
FGA97,600036227
FGC04,600036228
FGC11,600036230
FGC13,600036232
FGC22,600036237
FGC27,600036498
FGC34,600036238
FGC47,600036241
FGC49,600086041
FGC54,600036244
FGC56,600000778
FGC72,600036330
FGC78,600040669
FGC79,600036247
FGD09,600036251
FGD14,600036254
FGD16,600036255
FGD18,600036256
FGD30,600038759
FGD60,600036262
FGD64,600036263
FGD89,600036269
FGD94,600036270
FGE03,600036271
FGE07,600036272
FGE19,600036274
FGE24,600036275
FGE70,600036284
FGE80,600036285
FGF14,600038093
FGF23,600036289
FGF25,600036290
FGF31,600036291
FGF35,600036292
FGF55,600036295
FGF60,600043362
FGF71,600036299
FGF91,600033891
FGG19,600036304
FGG26,600036308
FGG30,600036309
FGG53,600036313
FGG61,600040999
FGG64,600036315
FGG76,600036316
FGG82,600036317
FGG85,600036318
FGG92,600036319
FGH18,600036323
FGH19,600036324
FGH33,600001035
FGH34,600036327
FGH61,600036331
FGH83,600036333
FGH86,600036334
FGH89,600036335
FGH93,600036336
FGJ17,600089031
FGJ19,600040002
FGJ24,600036345
FGJ30,600037420
FGJ36,600036349
FGJ47,600036351
FGJ48,600036352
FGJ50,600034397
FGJ51,600036353
FGJ60,600035806
FGJ61,600036355
FGJ68,600036356
FGJ87,600036359
FGJ96,600040407
FGK01,600036361
FGK08,600036363
FGK20,600033232
FGK28,600036367
FGK40,600036369
FGK44,600036371
FGK55,600036372
FGK63,600036374
FGK78,600039708
FGK85,600001185
FGK88,600036378
FGK90,600036379
FGK97,600036381
FGL30,600036385
FGL41,600036391
FGL66,600036397
FGL69,600036398
FGL77,600036399
FGL99,600036400
FGM13,600036404
FGM17,600086831
FGM62,600091891
FGM80,600036410
FGM88,600036411
FGM91,600036413
FGM92,600036414
FGN03,600037697
FGN07,600036417
FGN22,600035175
FGN28,600036422
FGN62,600036424
FGN78,600000610
FGN94,600036428
FGN97,600036429
FGP62,600037235
FGP78,600033233
FGP83,600036441
FGP88,600036443
FGP94,600036444
FGQ07,600033410
FGQ24,600036451
FGQ30,600036452
FGQ38,600037942
FGQ44,600036455
FGQ49,600036456
FGQ52,600036457
FGQ69,600036461
FGQ89,600037283
FGQ94,600040310
FGR00,600036468
FGR05,600036469
FGR11,600036471
FGR18,600036472
FGR30,600042165
FGR31,600036475
FGR40,600036478
FGR42,600036479
FGR47,600036480
FGR53,600036481
FGR61,600036483
FGT02,600094441
FGT31,600036496
FGT37,600036497
FGT42,600036499
FGT61,600033863
FGT84,600033908
FGT95,600000747
FGV05,600039544
FGV13,600036505
FGV18,600000963
FGV21,600036507
FGV24,600036508
FGV28,600041715
FGV40,600036511
FGV41,600036446
FGV54,600036515
FGV62,600038102
FGV91,600036518
FGW13,600043413
FGW16,600036523
FGW26,600040350
FGW44,600033755
FGW47,600036524
FGW59,600087041
FGW79,600036528
FGW91,600038834
FGX03,600036533
FGX20,600034900
FGX21,600036536
FGX29,600033581
FGX30,600036537
FGX57,600036545
FGX59,600041512
FGX74,600035897
FGX80,600043019
FGX83,600000955
FGX97,600036549
FGY05,600036964
FGY10,600036551
FGY12,600036552
FGY19,600036553
FGY24,600036011
FGY47,600039329
FGY58,600036556
FGY59,600037076
FGY70,600036557
FGY83,600036558
FH003,600036559
FH013,600036561
FH019,600036562
FH052,600038670
FH064,600036571
FH084,600036574
FH087,600036576
FH090,600036577
FH092,600036578
FH099,600036581
FH135,600041482
FH171,600036590
FH184,600040356
FH193,600042528
FH206,600036595
FH208,600036596
FH211,600036598
FH213,600036599
FH233,600036600
FH238,600036602
FH275,600036605
FH292,600036608
FH304,600036609
FH317,600036612
FH330,600036588
FH337,600037264
FH358,600036618
FH363,600038268
FH367,600036620
FH401,600036627
FH405,600036628
FH411,600036630
FH432,600036632
FH448,600043579
FH462,600042885
FH466,600085741
FH469,600036636
FH473,600036638
FH482,600000667
FH490,600085651
FH500,600036640
FH505,600039950
FH517,600041037
FH531,600036644
FH546,600000885
FH585,600036649
FH594,600036651
FH618,600036657
FH641,600036660
FH645,600036661
FH649,600036662
FH654,600038299
FH657,600033269
FH669,600036666
FH673,600036667
FH692,600036671
FH709,600036675
FH715,600034297
FH716,600036676
FH718,600033407
FH723,600036678
FH728,600036680
FH732,600036681
FH736,600036683
FH749,600036685
FH752,600036687
FH756,600036689
FH779,600033569
FH793,600036778
FH815,600036697
FH819,600036698
FH825,600036700
FH826,600036701
FH834,600036704
FH847,600038188
FH880,600036709
FH899,600036714
FH903,600036715
FHA20,600036722
FHA46,600001047
FHA50,600036728
FHA51,600041450
FHA62,600040311
FHA69,600036731
FHA87,600040805
FHA94,600035759
FHA97,600000574
FHC09,600036737
FHC12,600036738
FHC28,600035543
FHC36,600036742
FHC47,600036744
FHC61,600088381
FHC68,600036746
FHC86,600036749
FHC98,600036752
FHD04,600036754
FHD06,600036755
FHD19,600036759
FHD21,600036760
FHD24,600036761
FHD30,600036763
FHD46,600001107
FHD63,600040090
FHD65,600036768
FHE39,600036775
FHE41,600036776
FHE42,600036777
FHE68,600042433
FHE74,600036784
FHE83,600036787
FHE89,600036788
FHE91,600001278
FHE93,600036789
FHE99,600036606
FHF10,600036793
FHF15,600036795
FHF20,600000729
FHF35,600036800
FHF37,600036801
FHF47,600036948
FHF65,600036808
FHF67,600036809
FHF75,600036811
FHF78,600036812
FHF80,600036813
FHF91,600036815
FHG17,600034801
FHG20,600000703
FHG31,600036818
FHG32,600036819
FHG42,600036821
FHG47,600036822
FHG54,600036823
FHG77,600036830
FHG79,600036831
FHG81,600036832
FHG83,600001229
FHG91,600036833
FHG93,600036834
FHG97,600036836
FHH07,600040933
FHH26,600036839
FHH40,600036843
FHH45,600036846
FHH49,600039455
FHH81,600000890
FHH86,600036853
FHH95,600036855
FHH99,600036856
FHJ06,600041776
FHJ15,600036859
FHJ27,600036865
FHJ42,600036866
FHJ43,600036867
FHJ53,600036869
FHJ70,600036873
FHJ81,600036875
FHJ82,600036876
FHJ84,600001037
FHJ91,600034718
FHJ94,600043118
FHJ95,600000931
FHK04,600036877
FHK05,600036878
FHK15,600037839
FHK19,600040635
FHK40,600036883
FHK46,600036886
FHK50,600033478
FHK61,600036890
FHK62,600036891
FHK63,600036791
FHK73,600036350
FHK79,600036893
FHK81,600036894
FHK93,600036896
FHL00,600040752
FHL15,600036901
FHL37,600036905
FHL39,600036906
FHL45,600036907
FHL63,600036912
FHM40,600036920
FHM44,600036921
FHM45,600036922
FHM48,600039250
FHM53,600036924
FHM58,600036927
FHM65,600036928
FHM82,600036931
FHM91,600036933
FHN27,600035448
FHN34,600036937
FHN37,600036938
FHN56,600036940
FHN73,600000577
FHN79,600036942
FHP04,600036946
FHP12,600039770
FHP14,600041619
FHP20,600036951
FHP25,600035692
FHP26,600036952
FHP29,600036953
FHP49,600036954
FHP56,600040671
FHP78,600036960
FHQ01,600036963
FHQ13,600036965
FHQ19,600036966
FHQ26,600036968
FHQ36,600036970
FHQ44,600043783
FHQ81,600036973
FHQ83,600036975
FHR07,600036978
FHR24,600036980
FHR25,600036981
FHR26,600033878
FHR75,600036987
FHT06,600088211
FHT28,600036995
FHT35,600036998
FHT39,600036207
FHT44,600037000
FHT46,600037001
FHT63,600037005
FHT86,600033646
FHV01,600037011
FHV03,600038038
FHV04,600036163
FHV08,600039083
FHV17,600037012
FHV26,600038319
FHV64,600037021
FHV66,600037022
FHV67,600037023
FHV71,600033787
FHV72,600000180
FHV89,600037026
FHV94,600037027
FHW10,600043551
FHW12,600037621
FHW14,600037031
FHW22,600037032
FHW40,600037033
FHW59,600041263
FHW64,600037036
FHW72,600037039
FHW84,600037042
FHW95,600037044
FHX03,600039252
FHX08,600039314
FHX18,600037049
FHX22,600038337
FHX29,600036734
FHX31,600037050
FHX50,600089771
FHX62,600037054
FHX63,600037055
FHX75,600037059
FHX90,600037060
FHY08,600037061
FHY22,600037062
FHY27,600037063
FHY42,600037065
FHY65,600037067
FHY70,600037069
FHY93,600033741
FHY96,600037071
FJ007,600037074
FJ016,600001234
FJ026,600038386
FJ034,600037082
FJ040,600037084
FJ047,600037833
FJ056,600037086
FJ061,600037089
FJ070,600042792
FJ074,600037091
FJ085,600037094
FJ086,600037095
FJ100,600033310
FJ110,600037097
FJ118,600085861
FJ120,600000956
FJ123,600037101
FJ143,600037105
FJ174,600037108
FJ176,600037109
FJ191,600037111
FJ196,600037114
FJ202,600037115
FJ206,600037116
FJ212,600037118
FJ225,600037122
FJ228,600034326
FJ230,600033421
FJ242,600037124
FJ243,600037125
FJ264,600037127
FJ285,600037130
FJ286,600037131
FJ295,600037135
FJ297,600037136
FJ299,600043195
FJ327,600037143
FJ342,600037146
FJ346,600037147
FJ348,600037148
FJ350,600037149
FJ352,600037150
FJ354,600037151
FJ366,600037155
FJ381,600037157
FJ396,600001201
FJ398,600037159
FJ399,600000862
FJ403,600037160
FJ413,600037163
FJ421,600037165
FJ438,600037168
FJ441,600037169
FJ446,600037170
FJ450,600037172
FJ477,600037177
FJ482,600037179
FJ494,600037182
FJ498,600037183
FJ515,600040180
FJ516,600039173
FJ558,600037190
FJ562,600037192
FJ572,600037196
FJ575,600037197
FJ579,600037198
FJ580,600037199
FJ593,600000659
FJ597,600037200
FJ599,600037201
FJ615,600037205
FJ635,600037209
FJ638,600037210
FJ656,600037979
FJ657,600037215
FJ680,600037219
FJ685,600037220
FJ694,600037221
FJ702,600043451
FJ710,600037224
FJ729,600037228
FJ734,600037231
FJ737,600037232
FJ754,600037236
FJ779,600037240
FJ783,600000827
FJ787,600037243
FJ789,600037244
FJ798,600037247
FJ804,600039421
FJ831,600088051
FJ835,600037256
FJ840,600037138
FJ848,600037258
FJ872,600037260
FJ874,600037261
FJ908,600037267
FJA11,600037276
FJA14,600037277
FJA18,600000611
FJA38,600037281
FJA41,600001066
FJA52,600037282
FJA58,600037284
FJC32,600037297
FJC33,600037298
FJC63,600037301
FJC70,600037303
FJC91,600037308
FJD02,600038175
FJD26,600037313
FJD38,600037316
FJD41,600038138
FJD55,600036257
FJD56,600037321
FJD64,600033236
FJD69,600037323
FJD74,600037324
FJE06,600037330
FJE22,600037336
FJE31,600037337
FJE34,600037339
FJE40,600037340
FJE48,600037341
FJE51,600037342
FJE63,600037347
FJE64,600037348
FJE68,600037349
FJE83,600000237
FJE95,600037351
FJF12,600037353
FJF13,600037354
FJF20,600033237
FJF58,600086351
FJF59,600037361
FJF71,600037365
FJF84,600037366
FJF90,600037369
FJG01,600037370
FJG10,600037371
FJG17,600037373
FJG18,600037374
FJG24,600037375
FJG30,600037376
FJG38,600000566
FJG45,600037381
FJG47,600037383
FJG93,600037391
FJG96,600037392
FJH00,600037393
FJH05,600043786
FJH07,600036167
FJH12,600037396
FJH24,600037402
FJH35,600037405
FJH46,600037409
FJH48,600037410
FJH61,600086681
FJH74,600035048
FJH90,600037419
FJJ30,600037425
FJJ38,600038517
FJJ41,600037427
FJJ43,600037428
FJJ56,600037430
FJJ69,600037432
FJJ70,600037433
FJJ76,600037434
FJJ81,600037436
FJJ92,600037437
FJK17,600037442
FJK23,600001255
FJK28,600037443
FJK31,600037444
FJK32,600037445
FJK44,600037447
FJK61,600037448
FJK65,600037451
FJK67,600001134
FJK89,600037453
FJK92,600037454
FJK96,600037455
FJL00,600037456
FJL09,600037457
FJL20,600037460
FJL38,600037463
FJL42,600037464
FJL44,600037465
FJL77,600037470
FJL98,600037475
FJM20,600037479
FJM40,600041607
FJM44,600094841
FJM51,600037482
FJM53,600037483
FJM57,600037484
FJM76,600037488
FJM93,600037490
FJN22,600037493
FJN57,600037499
FJN65,600037501
FJN73,600000928
FJN75,600037503
FJN81,600037505
FJP07,600037509
FJP15,600036932
FJP31,600037512
FJP37,600037516
FJP38,600037517
FJP54,600037520
FJP66,600037521
FJP75,600037523
FJQ28,600037531
FJQ30,600034453
FJQ49,600037534
FJQ55,600000414
FJQ64,600000770
FJQ80,600040149
FJQ81,600037537
FJQ92,600034260
FJQ93,600037540
FJR03,600037543
FJR15,600037547
FJR20,600037548
FJR22,600001270
FJR35,600037551
FJR60,600037553
FJR71,600000624
FJR84,600037554
FJR86,600037555
FJR91,600037557
FJR97,600037558
FJT00,600037559
FJT17,600037563
FJT18,600037564
FJT38,600037566
FJT41,600037568
FJT97,600037576
FJV26,600000190
FJV28,600042175
FJV32,600042876
FJV46,600033268
FJV53,600033242
FJV60,600000969
FJV66,600037586
FJV68,600037587
FJV69,600037588
FJV73,600037589
FJV77,600037591
FJW04,600035888
FJW05,600038505
FJW09,600041030
FJW15,600038439
FJW16,600033299
FJW26,600042577
FJW29,600037595
FJW31,600085971
FJW39,600000951
FJW44,600037598
FJW46,600094051
FJW56,600037599
FJW75,600037600
FJW80,600037601
FJW85,600040512
FJW93,600037602
FJW95,600039902
FJW97,600041162
FJX12,600042228
FJX14,600037606
FJX15,600039945
FJX31,600035643
FJX53,600037609
FJX58,600037611
FJX68,600037614
FJX71,600037615
FJX76,600037616
FJX84,600037618
FJY03,600038700
FJY11,600037623
FJY30,600039756
FK007,600037633
FK011,600000394
FK012,600037635
FK014,600037636
FK015,600000385
FK017,600037637
FK018,600039251
FK024,600037638
FK029,600037640
FK045,600037642
FK052,600037645
FK058,600041230
FK081,600037648
FK095,600034181
FK108,600000564
FK109,600037654
FK120,600037657
FK121,600041046
FK141,600037662
FK144,600037663
FK151,600042821
FK154,600037665
FK182,600037669
FK196,600037674
FK205,600037675
FK207,600037676
FK213,600038209
FK223,600043229
FK231,600037680
FK236,600037682
FK255,600037684
FK266,600000181
FK271,600041038
FK272,600001244
FK275,600037688
FK300,600037695
FK321,600041475
FK326,600037698
FK361,600037702
FK364,600037703
FK369,600037705
FK382,600037706
FK386,600037707
FK409,600037715
FK422,600089921
FK429,600037719
FK436,600037721
FK451,600037317
FK452,600037722
FK481,600037724
FK502,600037726
FK518,600037729
FK523,600037730
FK529,600091831
FK531,600037732
FK555,600037736
FK560,600037737
FK564,600037739
FK566,600037740
FK567,600000952
FK571,600036431
FK575,600037742
FK577,600087461
FK580,600037743
FK581,600037744
FK591,600037747
FK594,600037748
FK597,600037750
FK601,600037751
FK603,600090041
FK618,600037847
FK627,600001004
FK632,600037759
FK660,600034998
FK665,600037764
FK672,600040762
FK682,600037767
FK685,600092701
FK722,600034657
FK725,600037775
FK726,600037776
FK742,600000833
FK744,600087181
FK756,600041275
FK764,600033271
FK775,600037782
FK778,600042777
FK785,600037783
FK792,600037784
FK802,600033990
FK804,600037786
FK814,600037790
FK824,600037791
FK836,600037793
FK840,600094781
FK851,600038507
FK857,600037797
FK858,600037798
FK872,600037801
FK874,600037802
FK880,600035658
FK889,600037806
FK899,600037809
FK901,600037810
FK922,600001108
FK954,600037815
FK966,600037818
FK989,600037820
FK990,600037821
FK993,600037822
FKA04,600037826
FKA10,600037828
FKA19,600037831
FKA24,600041890
FKA38,600037834
FKA72,600035129
FKA79,600092011
FKA84,600036884
FKA86,600089411
FKA98,600037840
FKA99,600037841
FKC01,600037842
FKC07,600037843
FKC08,600037844
FKC09,600037845
FKC17,600001282
FKC24,600037846
FKC38,600042286
FKC49,600037851
FKC62,600037854
FKC64,600039741
FKC86,600033848
FKC96,600033912
FKD02,600037368
FKD16,600039015
FKD19,600000878
FKD22,600037864
FKD37,600037306
FKD48,600037867
FKD52,600037869
FKD53,600037870
FKD74,600001124
FKD78,600037875
FKD83,600043641
FKD96,600037876
FKE02,600043764
FKE08,600037879
FKE11,600037881
FKE12,600037882
FKE13,600037883
FKE53,600037889
FKE58,600037891
FKE71,600038068
FKE78,600038590
FKE90,600037899
FKE91,600037900
FKE95,600037903
FKF03,600036950
FKF06,600037905
FKF22,600043289
FKF28,600037912
FKF76,600037918
FKF80,600037919
FKF82,600037920
FKF83,600086691
FKF90,600037922
FKF96,600037923
FKG02,600037924
FKG04,600038860
FKG06,600035282
FKG14,600038662
FKG25,600037929
FKG29,600037930
FKG40,600037932
FKG59,600037939
FKG76,600037945
FKG82,600035367
FKG97,600037947
FKH07,600037949
FKH23,600044031
FKH25,600037950
FKH33,600034537
FKH35,600037952
FKH43,600037955
FKH45,600037956
FKH46,600037957
FKH66,600037961
FKH72,600037388
FKH80,600043791
FKH90,600037965
FKH92,600033290
FKH96,600037967
FKJ03,600037968
FKJ13,600037969
FKJ16,600036610
FKJ18,600037970
FKJ39,600040481
FKJ40,600039111
FKJ49,600037976
FKJ50,600041562
FKJ51,600037977
FKJ52,600037978
FKJ53,600040531
FKJ71,600037982
FKJ74,600036740
FKJ91,600037983
FKJ95,600037984
FKK01,600000749
FKK05,600037985
FKK08,600037986
FKK15,600037541
FKK18,600037988
FKK20,600037989
FKK25,600037990
FKK28,600037992
FKK51,600098131
FKK58,600037994
FKK59,600037995
FKK81,600037997
FKK88,600037999
FKL45,600038003
FKL51,600089881
FKL62,600038004
FKL80,600038010
FKL87,600038014
FKL90,600043794
FKL95,600000155
FKL96,600038015
FKM12,600038016
FKM17,600033243
FKM27,600038017
FKM28,600038018
FKM31,600038019
FKM33,600038020
FKM39,600037622
FKM40,600038021
FKM47,600038022
FKM99,600038027
FKN05,600036105
FKN07,600038028
FKN08,600033662
FKN10,600041705
FKN44,600038031
FKN84,600034382
FKN85,600038035
FKN97,600037280
FKP01,600043724
FKP09,600038039
FKP46,600038046
FKP51,600038049
FKP98,600038057
FKQ05,600038059
FKQ20,600038061
FKQ23,600037938
FKQ27,600038063
FKQ69,600038070
FKQ84,600090281
FKQ90,600038072
FKR06,600038076
FKR08,600038077
FKR18,600038079
FKR45,600038082
FKR57,600038083
FKR58,600038084
FKR70,600038087
FKT09,600038091
FKT11,600038092
FKT16,600038094
FKT18,600038095
FKT19,600038096
FKT22,600038166
FKT27,600034829
FKT31,600038098
FKT49,600038103
FKT64,600038106
FKT67,600038108
FKV08,600038112
FKV11,600038113
FKV19,600033244
FKV23,600038115
FKV30,600038116
FKV38,600036799
FKV48,600041936
FKV50,600038120
FKV60,600038124
FKV67,600038125
FKV79,600038129
FKW02,600038133
FKW12,600039150
FKW25,600041624
FKW39,600038142
FKW51,600040465
FKW54,600042133
FKW58,600085351
FKW59001,600042727
FKW61,600038148
FKW67,600038149
FKW69,600038150
FKW87,600038153
FKW96,600038154
FKX29,600038158
FKX56,600038159
FKX65,600038163
FKX68,600038164
FKX71,600038165
FKX92,600038168
FKX97,600038170
FKY37,600038173
FKY40,600038174
FKY48,600096351
FKY85,600036357
FKY89,600038177
FKY95,600038178
FKY97,600000831
FL004,600038179
FL014,600038183
FL016,600038066
FL027,600000392
FL037,600038185
FL043,600038186
FL048,600038187
FL061,600038190
FL069,600000838
FL073,600038193
FL080,600042660
FL087,600038194
FL096,600044371
FL139,600000927
FL171,600038211
FL172,600000968
FL173,600038212
FL184,600038214
FL209,600038219
FL227,600038223
FL230,600038225
FL234,600038227
FL248,600087671
FL272,600038234
FL274,600038235
FL305,600038606
FL310,600038241
FL330,600038245
FL340,600038246
FL361,600038251
FL364,600033474
FL366,600034253
FL377,600038254
FL380,600038255
FL388,600038259
FL396,600038260
FL401,600038261
FL402,600001179
FL410,600033884
FL448,600089191
FL465,600000737
FL473,600038269
FL476,600038271
FL479,600038273
FL491,600038274
FL499,600038276
FL500,600038277
FL505,600038279
FL514,600038280
FL519,600090071
FL523,600038283
FL531,600036723
FL538,600038284
FL554,600036113
FL558,600033776
FL573,600038286
FL584,600038291
FL588,600038292
FL592,600038293
FL617,600001247
FL630,600033442
FL635,600036663
FL637,600090311
FL640,600036179
FL657,600038303
FL674,600038305
FL676,600038306
FL677,600000851
FL682,600038307
FL686,600038308
FL721,600038316
FL728,600038317
FL730,600038318
FL749,600038321
FL776,600038327
FL779,600038328
FL782,600038331
FL784,600038332
FL785,600038333
FL787,600038334
FL789,600038335
FL795,600038338
FL798,600038339
FL840,600038347
FL847,600033822
FL854,600038348
FL860,600039002
FL863,600043931
FL867,600038351
FL875,600042446
FL883,600038353
FL905,600038360
FL911,600038361
FL922,600038362
FL923,600038363
FL933,600038366
FL966,600038367
FL974,600038368
FL985,600038370
FLA06,600038372
FLA09,600038375
FLA13,600038376
FLA25,600038377
FLA34,600038378
FLA36,600037241
FLA40,600038947
FLA51,600034294
FLA75,600038389
FLA76,600038390
FLA83,600038393
FLA85,600038394
FLA96,600038396
FLC02,600038397
FLC19,600038400
FLC40,600038401
FLC41,600038402
FLC47,600038403
FLC49,600000658
FLC51,600038405
FLC73,600038409
FLC84,600037104
FLD23,600038422
FLD28,600038423
FLD37,600038426
FLD44,600036156
FLD45,600038429
FLD52,600038430
FLD69,600039675
FLD91,600037895
FLD94,600000965
FLE09,600043795
FLE22,600000182
FLE30,600037176
FLE31,600038446
FLE32,600000847
FLE35,600038447
FLE44,600038448
FLE54,600000642
FLE79,600038461
FLF10,600038466
FLF14,600038467
FLF17,600038468
FLF27,600038471
FLF28,600038472
FLF35,600038474
FLF51,600041907
FLF52,600038477
FLF58,600038479
FLF60,600000887
FLF62,600036959
FLF65,600038482
FLF67,600038484
FLF70,600001250
FLF77,600000680
FLF78,600037687
FLF82,600041982
FLF98,600000251
FLG00,600041005
FLG01,600038489
FLG02,600043018
FLG07,600039572
FLG18,600038492
FLG25,600038494
FLG26,600001034
FLG31,600038495
FLG32,600038496
FLG43,600038501
FLG51,600038502
FLG55,600038503
FLG69,600086821
FLG79,600035188
FLG82,600038508
FLG92,600033897
FLG94,600036575
FLH05,600038511
FLH09,600038512
FLH14,600038513
FLH17,600038514
FLH35,600038518
FLH40,600038519
FLH72,600038523
FLH76,600038524
FLH77,600043788
FLH78,600038525
FLH83,600043804
FLH98,600043527
FLJ01,600038532
FLJ06,600038533
FLJ15,600038535
FLJ17,600038536
FLJ29,600038538
FLJ47,600000264
FLJ74,600037816
FLJ78,600036489
FLK02,600038542
FLK07,600000589
FLK13,600038543
FLK26,600000988
FLK27,600038544
FLK28,600043200
FLK45,600038546
FLK46,600037072
FLK59,600033961
FLK60,600042976
FLK69,600041860
FLL04,600038553
FLL05,600038554
FLL14,600038557
FLL19,600038558
FLL20,600038559
FLL23,600038560
FLL29,600038561
FLL39,600038563
FLL42,600038564
FLL66,600038566
FLL84,600039285
FLM00,600038573
FLM04,600038574
FLM19,600038576
FLM23,600035455
FLM26,600038578
FLM31,600038579
FLM36,600038580
FLM49,600038583
FLM61,600038584
FLM63,600037960
FLM70,600038585
FLM80,600000647
FLM83,600038588
FLM86,600038589
FLN04,600038592
FLN10,600038594
FLN31,600038598
FLN49,600038600
FLN54,600038601
FLN59,600038602
FLN64,600038604
FLN85,600038607
FLN99,600038609
FLP04,600038610
FLP05,600034154
FLP16,600038611
FLP23,600038613
FLP27,600038614
FLP52,600001241
FLP66,600000970
FLP85,600038624
FLP93,600038625
FLP95,600038626
FLP98,600038627
FLQ01,600038630
FLQ25,600038637
FLQ27,600038638
FLQ34,600042189
FLQ35,600038485
FLQ41,600038641
FLQ42,600038642
FLQ55,600038645
FLQ56,600038646
FLQ60,600038647
FLQ67,600038649
FLQ98,600041537
FLR00,600038655
FLR03,600035422
FLR22,600038658
FLR25,600038660
FLR39,600038665
FLR73,600038668
FLR83,600038669
FLT09,600043217
FLT32,600038672
FLT59,600038675
FLT94,600038681
FLT97,600038682
FLV02,600038683
FLV10,600038685
FLV25,600037346
FLV26,600038689
FLV29,600038690
FLV62,600038695
FLV72,600038696
FLV73,600038697
FLV75,600038698
FLV79,600038699
FLV81,600043765
FLV88,600041502
FLW05,600038701
FLW17,600042917
FLW40,600042951
FLW42,600033659
FLW44,600038705
FLW47,600000437
FLW56,600000835
FLW57,600039509
FLW68,600038708
FLW75,600038710
FLW91,600038713
FLW92,600037693
FLX00,600038717
FLX20,600044291
FLX23,600038724
FLX35,600038726
FLX65,600038732
FLX82,600035315
FLX85,600038734
FLX97,600038735
FLX98,600038736
FLY52,600038740
FLY88,600038743
FM011,600038747
FM024,600038748
FM026,600038749
FM031,600038750
FM040,600040947
FM050,600038755
FM073,600038760
FM079,600038761
FM082,600038763
FM089,600038767
FM106,600038770
FM115,600038771
FM116,600042574
FM128,600000685
FM177,600038777
FM196,600038783
FM201,600038784
FM205,600034351
FM245,600038790
FM248,600038791
FM249,600038792
FM254,600038794
FM256,600038795
FM258,600038796
FM271,600038798
FM273,600038799
FM282,600038801
FM294,600000811
FM303,600038804
FM314,600000896
FM319,600038810
FM329,600038811
FM336,600038813
FM350,600038818
FM358,600038819
FM364,600038820
FM378,600001252
FM388,600038824
FM390,600038825
FM407,600038192
FM437,600038833
FM447,600037651
FM456,600038836
FM474,600038838
FM484,600038839
FM485,600038840
FM502,600038845
FM505,600038846
FM508,600038848
FM512,600039020
FM517,600038850
FM520,600034175
FM529,600040847
FM537,600038854
FM560,600041434
FM564,600038857
FM565,600038858
FM583,600038859
FM589,600038862
FM618,600038867
FM623,600037406
FM634,600038871
FM664,600038875
FM670,600038877
FM682,600038880
FM688,600038884
FM704,600093101
FM705,600038890
FM720,600038893
FM732,600038895
FM741,600038899
FM748,600038900
FM750,600038901
FM768,600038903
FM781,600038905
FM788,600038906
FM803,600038909
FM809,600038910
FM812,600038911
FM820,600038913
FM823,600040696
FM824,600038915
FM836,600038616
FM859,600038918
FM883,600038923
FM887,600038924
FM891,600038927
FM892,600038928
FM907,600038934
FM908,600038935
FM994,600038942
FMA27,600038944
FMA56,600036650
FMA78,600038948
FMA82,600038950
FMA84,600039536
FMA89,600041430
FMA93,600038951
FMC10,600033248
FMC24,600038952
FMC31,600038954
FMC34,600043676
FMC35,600039175
FMC69,600038960
FMC81,600038963
FMC89,600038965
FMC95,600038968
FMD07,600038969
FMD09,600038970
FMD33,600038976
FMD39,600039288
FMD42,600038979
FMD45,600038980
FMD46,600038981
FMD67,600038985
FMD72,600038986
FMD88,600038990
FMD92,600038991
FME41,600036591
FME55,600038994
FME59,600038996
FME62,600040746
FME80,600039000
FME83,600039001
FME90,600043311
FMF10,600039004
FMF16,600039006
FMF18,600039007
FMF20,600039008
FMF27,600039009
FMF32,600001258
FMF36,600039011
FMF38,600039012
FMF41,600034557
FMF55,600039016
FMF72,600039017
FMF82,600039021
FMF84+,600039658
FMF85,600043379
FMF87,600039022
FMG07,600039026
FMG12,600039027
FMG27,600039031
FMG46,600036013
FMG47,600039035
FMG50,600040169
FMG71,600039038
FMG75,600039039
FMG78,600042343
FMG84,600039042
FMG97,600039044
FMH02,600039045
FMH04,600039046
FMH12,600039047
FMH16,600039049
FMH29,600039051
FMH33,600039053
FMH45,600039057
FMH56,600039059
FMH62,600039061
FMH69,600039062
FMH71,600039063
FMH96,600039070
FMJ02,600039073
FMJ13,600039075
FMJ19,600039077
FMJ33,600039079
FMJ37,600039080
FMJ40,600039081
FMJ42,600039082
FMJ48,600039084
FMJ56,600043801
FMJ67,600039085
FMJ77,600000185
FMJ79,600039087
FMK10,600039092
FMK12,600034034
FMK17,600039093
FMK19,600035034
FMK22,600039094
FMK29,600039095
FMK43,600039098
FMK44,600039099
FMK45,600042980
FMK63,600039102
FMK64,600035465
FMK80,600039106
FMK83,600039107
FMK87,600039110
FMK93,600039935
FML15,600044361
FML19,600039114
FML40,600039119
FML56,600039121
FML59,600039122
FML70,600039124
FML74,600039030
FML78,600041956
FML79,600039128
FMM16,600039132
FMM20,600039133
FMM25,600039134
FMM28,600039135
FMM35,600039137
FMM48,600000630
FMM66,600039142
FMM83,600039145
FMN01,600039148
FMN17,600044151
FMN24,600039151
FMN32,600039153
FMN33,600039154
FMN51,600088851
FMN67,600039158
FMN71,600039159
FMN78,600000734
FMN80,600039160
FMN93,600042766
FMP08,600039163
FMP13,600033284
