odsCode,cdbNumber
FMP20,600042016
FMP21,600000722
FMP50,600042227
FMP53,600039169
FMP63,600042209
FMP70,600089141
FMP72,600039824
FMP74,600001014
FMP96,600039176
FMQ05,600039177
FMQ19,600039181
FMQ39,600038152
FMQ41,600000997
FMQ48,600035217
FMQ67,600034032
FMQ71,600039188
FMQ83,600039189
FMQ91,600036794
FMR00,600001254
FMR03,600001280
FMR16,600000425
FMR24,600039193
FMR26,600039194
FMR35,600001259
FMR37,600039196
FMR56,600039200
FMR85,600039204
FMR86,600000676
FMR92,600000645
FMT00,600039206
FMT08,600041023
FMT16,600039210
FMT20,600039211
FMT22,600039213
FMT23,600039214
FMT27,600037507
FMT61,600039223
FMT64,600039225
FMT80,600033419
FMT82,600039227
FMT96,600039230
FMV02,600039232
FMV20,600039233
FMV43,600039235
FMV67,600039236
FMV69,600039237
FMV73,600039239
FMV89,600000919
FMW08,600039244
FMW52,600039254
FMW75,600040817
FMX45,600033397
FMX53,600039262
FMX65,600039263
FMX69,600039265
FMX79,600039267
FMX84,600039268
FMX90,600039270
FMY14,600041859
FMY18,600039272
FMY19,600036491
FMY52,600001195
FMY53,600034791
FMY69,600039276
FN008,600039280
FN011,600033425
FN013,600040928
FN020,600036405
FN040,600039286
FN047,600096301
FN052,600039289
FN057,600039291
FN058,600039847
FN061,600039293
FN075,600039295
FN077,600039296
FN081,600039297
FN103,600000186
FN104,600039299
FN113,600039300
FN123,600039301
FN140,600039305
FN163,600039307
FN167,600039308
FN172,600039309
FN174,600039310
FN176,600039311
FN194,600034927
FN210,600039316
FN213,600039317
FN220,600039318
FN232,600039321
FN233,600039322
FN234,600039323
FN238,600039324
FN242,600039325
FN247,600039326
FN251,600039327
FN264,600039330
FN266,600039331
FN299,600039335
FN322,600039338
FN330,600041771
FN341,600036245
FN376,600039345
FN386,600039347
FN392,600035644
FN393,600039349
FN395,600040745
FN407,600041668
FN408,600039353
FN418,600037263
FN420,600039354
FN425,600089351
FN444,600000641
FN457,600035331
FN467,600000563
FN476,600039364
FN494,600039365
FN497,600039366
FN502,600039368
FN508,600039369
FN522,600039370
FN526,600039372
FN527,600043803
FN553,600039376
FN563,600039378
FN566,600039379
FN591,600039383
FN608,600033250
FN614,600039388
FN616,600000684
FN620,600039182
FN621,600039391
FN623,600085951
FN638,600036910
FN658,600039395
FN662,600039397
FN669,600039399
FN671,600000824
FN679,600039401
FN692,600033228
FN698,600042045
FN733,600037458
FN748,600039409
FN752,600039411
FN761,600041950
FN771,600034638
FN789,600039414
FN790,600000205
FN813,600039417
FN818,600039418
FN831,600039419
FN878,600042506
FN884,600039425
FN885,600039426
FN923,600001249
FNA15,600039441
FNA45,600038987
FNA55,600039448
FNA61,600039449
FNA71,600039451
FNA78,600000661
FNC00,600039454
FNC29,600039456
FNC32,600039457
FNC36,600037578
FNC41,600039459
FNC48,600039460
FNC54,600033774
FNC63,600035365
FNC75,600039464
FNC81,600039467
FNC97,600039472
FND03,600039473
FND37,600087731
FND39,600035594
FND47,600039478
FND53,600039481
FND65,600000267
FND79,600039485
FND83,600034989
FND91,600034406
FND99,600039491
FNE05,600039493
FNE14,600039496
FNE16,600000992
FNE23,600039498
FNE33,600039499
FNE37,600039500
FNE58,600039503
FNE63,600040209
FNF23,600039518
FNF42,600039520
FNF53,600043755
FNF59,600036804
FNF62,600039523
FNF74,600042301
FNF93,600038892
FNG06,600001027
FNG08,600039531
FNG12,600039533
FNG24,600039539
FNG46,600039541
FNG57,600001146
FNG59,600043480
FNG76,600039545
FNG81,600039547
FNG94,600000560
FNH01,600039550
FNH03,600036329
FNH04,600033607
FNH19,600039552
FNH56,600039558
FNH61,600039559
FNH66,600039560
FNH76,600039565
FNH78,600000220
FNH88,600039566
FNH89,600039567
FNJ04,600041798
FNJ05,600033342
FNJ28,600042865
FNJ44,600033251
FNJ48,600034616
FNJ61,600041524
FNJ63,600039575
FNJ65,600039576
FNJ72,600038806
FNJ85,600034644
FNK11,600039583
FNK40,600042923
FNK51,600039589
FNK63,600098121
FNK71,600039593
FNK72,600039594
FNK76,600039595
FNK82,600039597
FNK89,600034365
FNK92,600000898
FNK96,600039599
FNK97,600039600
FNL05,600039602
FNL19,600039606
FNL41,600039610
FNL49,600039611
FNL63,600039616
FNL71,600041926
FNL93,600036126
FNM01,600001024
FNM03,600039171
FNM10,600039620
FNM13,600033988
FNM18,600043240
FNM22,600039622
FNM28,600039624
FNM46,600039626
FNM51,600039627
FNM58,600039628
FNM61,600039630
FNM62,600034769
FNM66,600039631
FNM67,600039632
FNM74,600039634
FNM84,600034188
FNM89,600036594
FNM97,600041443
FNN18,600039639
FNN27,600039642
FNN42,600039644
FNN46,600040298
FNN48,600040108
FNN52,600039645
FNN55,600039647
FNN57,600039648
FNN62,600039649
FNN65,600039650
FNN73,600039651
FNN81,600039653
FNN94,600039657
FNP13,600039661
FNP17,600039663
FNP41,600039667
FNP44,600039668
FNP53,600039669
FNP61,600035836
FNP72,600035895
FNP89,600039676
FNP92,600039678
FNP97,600039680
FNQ01,600036512
FNQ33,600042828
FNQ36,600039687
FNQ40,600039688
FNQ43,600039689
FNQ46,600039691
FNQ47,600039692
FNQ84,600039699
FNR55,600039710
FNR67,600039711
FNR73,600039713
FNR77,600039714
FNR78,600039715
FNR84,600039716
FNR92,600040742
FNT26,600039719
FNT31,600001228
FNT35,600039720
FNT90,600039726
FNV07,600039729
FNV13,600037485
FNV14,600039732
FNV15,600039733
FNV17,600038195
FNV19,600039734
FNV26,600038882
FNV27,600039735
FNV52,600039737
FNV54,600039738
FNV59,600040573
FNV73,600039742
FNV78,600039744
FNV79,600038931
FNV82,600039745
FNV89,600093901
FNV90,600039747
FNW08,600039749
FNW11,600039750
FNW15,600043335
FNW18,600041764
FNW29,600037539
FNW37,600041351
FNW38,600041868
FNW43,600095801
FNW51,600043735
FNW71,600041730
FNW76,600039758
FNW78,600038633
FNW79,600039760
FNW81,600039761
FNW87,600039763
FNW88,600038000
FNW90,600039764
FNW94,600037681
FNX01,600039767
FNX05,600039769
FNX28,600039772
FNX30,600086581
FNX34,600039774
FNX42,600039775
FNX46,600034639
FNX56,600039778
FNX62,600039779
FNX81,600041077
FNX93,600037788
FNX96,600035590
FNY07,600039781
FNY43,600039783
FNY90,600039787
FP007,600039788
FP029,600039789
FP032,600039791
FP041,600000954
FP042,600039792
FP057,600039796
FP066,600039798
FP078,600039800
FP087,600039802
FP089,600039803
FP141,600037536
FP147,600039808
FP158,600039810
FP164,600039811
FP167,600039812
FP168,600085311
FP179,600039814
FP180,600000724
FP182,600039815
FP191,600039816
FP196,600039818
FP203,600040129
FP205,600038487
FP206,600041843
FP226,600037925
FP228,600039430
FP237,600000752
FP258,600039831
FP260,600000609
FP266,600039832
FP295,600041713
FP299,600039837
FP343,600039844
FP349,600000432
FP360,600039845
FP364,600041987
FP366,600039848
FP386,600039849
FP387,600039850
FP394,600039851
FP398,600039853
FP418,600036641
FP421,600039857
FP422,600039858
FP425,600039859
FP487,600039870
FP492,600039871
FP496,600039872
FP498,600039873
FP502,600039874
FP526,600039879
FP554,600044181
FP561,600033386
FP592,600039886
FP607,600040473
FP617,600039403
FP624,600039893
FP629,600040605
FP635,600039895
FP637,600034170
FP651,600041678
FP660,600039899
FP676,600039900
FP677,600039901
FP690,600039906
FP697,600039908
FP713,600039909
FP720,600034931
FP729,600042840
FP755,600039912
FP756,600039913
FP763,600039915
FP768,600039917
FP773,600039918
FP784,600039920
FP793,600039921
FP815,600035052
FP823,600039928
FP826,600039929
FP837,600086341
FP867,600001166
FP879,600039936
FP935,600039947
FP954,600039948
FP975,600039949
FPA06,600039954
FPA09,600039955
FPA29,600039957
FPA38,600039343
FPA48,600039961
FPA68,600039963
FPA74,600039965
FPA86,600043539
FPA91,600039970
FPA95,600039971
FPA96,600039972
FPA99,600085711
FPC00,600039974
FPC22,600039975
FPC23,600039976
FPC24,600039387
FPC33,600039978
FPC35,600037216
FPC41,600039980
FPC42,600037345
FPC57,600039983
FPC58,600039984
FPC65,600033938
FPC66,600039988
FPC69,600039989
FPC71,600039990
FPC74,600039991
FPC86,600039994
FPC89,600039995
FPD06,600039998
FPD07,600039999
FPD14,600040000
FPD39,600040003
FPD49,600038134
FPD74,600043349
FPD84,600040010
FPE00,600040012
FPE01,600033849
FPE09,600033340
FPE12,600040014
FPE13,600040015
FPE14,600040016
FPE17,600042648
FPE53,600040021
FPE65,600040028
FPE73,600041248
FPE75,600040030
FPE92,600040034
FPE95,600040035
FPE98,600040037
FPF11,600040042
FPF22,600040045
FPF41,600085841
FPF43,600040050
FPF45,600033385
FPF62,600086201
FPF71,600001029
FPF87,600043814
FPF95,600038411
FPF99,600040056
FPG08,600040058
FPG12,600040060
FPG17,600040061
FPG21,600040062
FPG37,600041565
FPG40,600040069
FPG61,600040073
FPG62,600096001
FPG70,600041090
FPG83,600000675
FPG95,600040079
FPH01,600000863
FPH12,600040085
FPH13,600040086
FPH17,600040087
FPH42,600035597
FPH43,600040088
FPH44,600040089
FPH56,600040091
FPH61,600040006
FPH83,600040096
FPH88,600040097
FPH98,600041134
FPJ15,600034486
FPJ20,600040103
FPJ31,600040105
FPJ34,600040106
FPJ52,600040109
FPJ55,600040665
FPJ59,600036487
FPJ63,600041984
FPJ91,600040115
FPJ95,600087401
FPJ98,600040117
FPK57,600040126
FPK67,600040130
FPK69,600034514
FPK73,600040131
FPK76,600040133
FPK91,600040134
FPK97,600040135
FPL12,600040137
FPL21,600040140
FPL31,600000867
FPL44,600040142
FPL53,600040144
FPL54,600040145
FPL65,600040147
FPL70,600040768
FPL78,600040150
FPL83,600035830
FPL89,600034277
FPM09,600040154
FPM10,600040155
FPM15,600088291
FPM18,600036155
FPM46,600040160
FPM71,600040163
FPM81,600036325
FPM84,600040166
FPM86,600040168
FPM93,600037137
FPM98,600040170
FPN09,600040173
FPN45,600040898
FPN51,600042344
FPN56,600037491
FPN87,600040186
FPP02,600035762
FPP13,600040191
FPP23,600000993
FPP36,600042186
FPP39,600040197
FPP41,600040199
FPP46,600094881
FPP70,600000174
FPP71,600035916
FPP87,600043815
FPP91,600040207
FPP99,600036956
FPQ10,600033986
FPQ20,600000435
FPQ37,600040218
FPQ39,600040219
FPQ45,600040221
FPQ52,600040224
FPQ55,600040226
FPQ65,600040230
FPQ71,600040232
FPQ84,600000253
FPR06,600000678
FPR09,600040238
FPR30,600042115
FPR37,600041884
FPR76,600040244
FPT02,600000421
FPT15,600040250
FPT19,600040251
FPT30,600040253
FPT34,600040254
FPT46,600037934
FPT55,600040257
FPT59,600041734
FPT70,600041650
FPT79,600086431
FPT84,600040258
FPV12,600040264
FPV23,600039238
FPV26,600040266
FPV27,600001001
FPV36,600040860
FPV39,600040269
FPV41,600042083
FPV47,600036897
FPV58,600040272
FPV77,600040274
FPV83,600040276
FPV87,600040277
FPV92,600039337
FPW12,600036223
FPW21,600040282
FPW40,600040283
FPW48,600040285
FPW50,600038047
FPW52,600040286
FPW57,600037830
FPW64,600040289
FPW79,600040291
FPW93,600040293
FPW95,600040294
FPX04,600040430
FPX05,600041655
FPX06,600040296
FPX15,600098261
FPX36,600035655
FPX39,600040301
FPX42,600040302
FPX45,600040303
FPX47,600040304
FPX48,600035517
FPX60,600040306
FPX61,600040307
FPX67,600043818
FPX83,600035913
FPX90,600040309
FPY11,600040314
FPY16,600040316
FPY53,600040321
FPY92,600036486
FQ019,600040332
FQ020,600040333
FQ021,600040334
FQ026,600034785
FQ029,600035364
FQ033,600040336
FQ035,600040337
FQ045,600040339
FQ056,600040343
FQ064,600040346
FQ122,600040357
FQ123,600034906
FQ129,600040358
FQ138,600034552
FQ140,600040359
FQ145,600040324
FQ149,600040360
FQ159,600001267
FQ163,600038603
FQ168,600040364
FQ176,600040366
FQ188,600040369
FQ192,600040370
FQ196,600040371
FQ217,600040375
FQ218,600000706
FQ229,600040376
FQ245,600001133
FQ258,600040377
FQ275,600040380
FQ285,600040383
FQ286,600040384
FQ288,600040385
FQ296,600040387
FQ299,600040389
FQ304,600033479
FQ366,600040393
FQ369,600040394
FQ395,600040396
FQ399,600040397
FQ403,600040398
FQ410,600040399
FQ421,600040400
FQ454,600040409
FQ459,600033254
FQ478,600040416
FQ495,600040419
FQ509,600040424
FQ519,600040426
FQ521,600040427
FQ522,600040428
FQ540,600034916
FQ560,600040431
FQ564,600040432
FQ576,600040434
FQ578,600040436
FQ603,600038746
FQ614,600040899
FQ620,600000839
FQ625,600040443
FQ635,600040445
FQ647,600037020
FQ653,600042603
FQ661,600040447
FQ667,600040450
FQ702,600040455
FQ705,600043820
FQ718,600040457
FQ720,600040458
FQ736,600040463
FQ748,600000635
FQ751,600033807
FQ759,600034549
FQ778,600040466
FQ787,600040467
FQ801,600040469
FQ812,600040470
FQ820,600040471
FQ826,600040472
FQ840,600040474
FQ859,600040478
FQ864,600043129
FQ895,600040484
FQ897,600040485
FQ898,600040486
FQ953,600033255
FQ977,600040488
FQ985,600000792
FQA12,600040493
FQA23,600040495
FQA35,600040498
FQA38,600040499
FQA48,600035222
FQA49,600036447
FQA73,600038267
FQA80,600042791
FQA90,600035618
FQA92,600040509
FQC03,600040510
FQC25,600040513
FQC31,600040515
FQC33,600040516
FQC35,600040517
FQC37,600040518
FQC40,600041726
FQC51,600040519
FQC93,600040530
FQD04,600035442
FQD10,600040532
FQD12,600042054
FQD13,600040533
FQD17,600040534
FQD20,600040536
FQD43,600040538
FQD61,600000825
FQD64,600040542
FQD68,600040543
FQD72,600035063
FQD81,600040545
FQE04,600040549
FQE10,600040550
FQE13,600000865
FQE19,600040553
FQE21,600040554
FQE29,600040555
FQE61,600040560
FQE82,600000664
FQE89,600040563
FQE94,600040564
FQE98,600040566
FQF08,600034330
FQF09,600040570
FQF17,600000228
FQF30,600040572
FQF35,600039018
FQF40,600038463
FQF48,600043821
FQF52,600034699
FQF58,600040575
FQF65,600040578
FQF74,600040579
FQF92,600040583
FQF93,600040584
FQF94,600040585
FQF98,600040586
FQG14,600041496
FQG15,600034008
FQG19,600040587
FQG23,600040589
FQG24,600040114
FQG36,600041264
FQG38,600043713
FQG78,600040596
FQG81,600000663
FQG89,600038137
FQH03,600034739
FQH24,600040603
FQH33,600040606
FQH36,600040607
FQH40,600040609
FQH44,600040611
FQH45,600040612
FQH49,600041621
FQH60,600039064
FQH69,600040619
FQH82,600040624
FQH84,600033648
FQH93,600033739
FQJ03,600040627
FQJ05,600039261
FQJ12,600040630
FQJ22,600040636
FQJ46,600040640
FQJ54,600090141
FQJ56,600040642
FQJ62,600040643
FQJ63,600040644
FQJ64,600036052
FQJ68,600040645
FQJ81,600040646
FQJ84,600000626
FQJ94,600040647
FQJ97,600040649
FQJ99,600040241
FQK12,600040650
FQK13,600040651
FQK26,600039050
FQK30,600040654
FQK43,600040657
FQK44,600040658
FQK57,600033502
FQK58,600042066
FQK59,600040737
FQK60,600034840
FQK63,600037134
FQK65,600040662
FQK66,600036540
FQK67,600040663
FQK76,600040666
FQK77,600040667
FQK92,600035676
FQK94,600038162
FQL02,600036298
FQL08,600040674
FQL14,600001051
FQL20,600040675
FQL22,600040677
FQL23,600040678
FQL27,600033279
FQL29,600000415
FQL47,600000380
FQL49,600039282
FQL56,600040680
FQL64,600040682
FQL75,600040684
FQL77,600040685
FQL83,600036477
FQL86,600040688
FQL97,600040690
FQM02,600040692
FQM05,600043512
FQM06,600040693
FQM55,600040701
FQM62,600034963
FQM69,600040702
FQM72,600040789
FQM87,600040707
FQM95,600040708
FQN03,600040710
FQN19,600040712
FQN20,600040713
FQN38,600092651
FQN39,600037926
FQN54,600040718
FQN58,600040719
FQN66,600040720
FQN69,600040722
FQN70,600036031
FQN76,600040723
FQN80,600040725
FQN87,600039392
FQN92,600040727
FQP01,600033744
FQP06,600040729
FQP15,600033777
FQP24,600040731
FQP30,600041550
FQP33,600040732
FQP37,600040733
FQP38,600090401
FQP42,600040735
FQP45,600040736
FQP74,600040740
FQP86,600040744
FQP92,600040747
FQQ05,600041589
FQQ23,600039362
FQQ31,600038424
FQQ40,600040753
FQQ45,600040755
FQQ50,600040756
FQQ79,600040759
FQR15,600040764
FQR19,600040766
FQR24,600040767
FQR25,600039304
FQR29,600051061
FQR34,600040770
FQR36,600035826
FQR39,600040771
FQR46,600040773
FQR51,600040775
FQR52,600040776
FQR56,600040777
FQR60,600040779
FQR71,600033257
FQR74,600040783
FQR79,600001212
FQR80,600040785
FQR99,600039003
FQT02,600040897
FQT05,600040790
FQT10,600040791
FQT13,600040792
FQT16,600037940
FQT26,600040795
FQT31,600040796
FQT33,600040797
FQT44,600040800
FQT55,600040801
FQT68,600001253
FQT70,600040804
FQT75,600040806
FQT86,600040809
FQT88,600040810
FQT96,600040811
FQT98,600040812
FQV22,600040816
FQV24,600042081
FQV25,600037404
FQV32,600040819
FQV39,600040821
FQV45,600043728
FQV61,600040824
FQV62,600040825
FQW09,600040827
FQW42,600034503
FQW59,600040832
FQW63,600040833
FQW65,600035010
FQW80,600040835
FQW85,600040836
FQW91,600040837
FQX04,600040840
FQX63,600040855
FQY00,600040620
FQY01,600040859
FQY35,600040861
FQY39,600042072
FQY48,600000754
FQY52,600040863
FQY67,600001172
FQY75,600040867
FQY87,600040869
FQY90,600040870
FR006,600001233
FR011,600040872
FR014,600040873
FR022,600038109
FR028,600037904
FR035,600040876
FR039,600035832
FR047,600001049
FR058,600040882
FR090,600040886
FR115,600040892
FR116,600042347
FR127,600040894
FR132,600040895
FR133,600040896
FR146,600041841
FR177,600040902
FR189,600040904
FR198,600040905
FR233,600040914
FR234,600040915
FR245,600040423
FR280,600034946
FR284,600040826
FR289,600040919
FR299,600040921
FR308,600040923
FR322,600040924
FR324,600090271
FR351,600040929
FR363,600040930
FR398,600040935
FR408,600040937
FR460,600040944
FR468,600086551
FR520,600040949
FR526,600040950
FR529,600040951
FR540,600039486
FR570,600040955
FR571,600040956
FR573,600043139
FR577,600040957
FR600,600040961
FR604,600000620
FR664,600038182
FR667,600040967
FR691,600040969
FR698,600040970
FR707,600040973
FR709,600040974
FR716,600033591
FR724,600040229
FR751,600040982
FR791,600040989
FR792,600040604
FR797,600040991
FR798,600040992
FR816,600040996
FR821,600034085
FR831,600042886
FR835,600000883
FR840,600041000
FR871,600041006
FR874,600041007
FR889,600041010
FR890,600041011
FR895,600041013
FR909,600041015
FR912,600041016
FR940,600041018
FR953,600041020
FRA19,600041027
FRA38,600088201
FRA77,600042222
FRA98,600041044
FRC23,600041047
FRC40,600040023
FRC59,600041054
FRC60,600036969
FRC63,600041055
FRC69,600041057
FRC82,600041058
FRC89,600041059
FRC90,600000256
FRC97,600036146
FRC98,600000743
FRD04,600041061
FRD05,600036570
FRD09,600041062
FRD18,600041064
FRD39,600038224
FRD48,600041069
FRD57,600038766
FRD61,600041071
FRD67,600000923
FRD69,600041072
FRD73,600041075
FRD82,600038464
FRD99,600041079
FRE02,600041080
FRE07,600000405
FRE25,600042669
FRE29,600033668
FRE44,600041086
FRE48,600035307
FRE55,600038141
FRE68,600041091
FRE69,600041092
FRE79,600039356
FRF00,600041099
FRF19,600041102
FRF20,600041103
FRF38,600036534
FRF42,600044331
FRF45,600041106
FRF64,600041108
FRF72,600035472
FRF80,600038132
FRF81,600041111
FRF88,600041112
FRF92,600041113
FRF94,600036584
FRG07,600041119
FRG14,600041121
FRG16,600041122
FRG20,600041124
FRG31,600041128
FRG44,600001262
FRG56,600037610
FRG73,600041135
FRG91,600041137
FRG97,600041139
FRG99,600041951
FRH10,600041141
FRH11,600041142
FRH12,600039056
FRH13,600041143
FRH16,600041145
FRH38,600041151
FRH39,600040317
FRH46,600041155
FRH66,600041158
FRH78,600041159
FRH81,600042892
FRH94,600036302
FRJ37,600041167
FRJ40,600041169
FRJ49,600041171
FRJ54,600041174
FRJ56,600041176
FRJ65,600041177
FRJ82,600038853
FRJ85,600039487
FRJ93,600000274
FRJ96,600041180
FRK12,600041181
FRK31,600041184
FRK33,600041186
FRK37,600041188
FRK41,600040497
FRK44,600041190
FRK71,600041196
FRK78,600041197
FRK79,600089341
FRK85,600000816
FRK88,600041199
FRK99,600088521
FRL06,600041205
FRL40,600034018
FRL46,600041211
FRL51,600041213
FRL56,600041215
FRL66,600041217
FRL69,600041097
FRL76,600041218
FRL80,600042283
FRM03,600040963
FRM04,600041226
FRM31,600041227
FRM48,600000738
FRM63,600038768
FRM66,600000893
FRM86,600041238
FRM89,600000189
FRM92,600041239
FRM95,600041240
FRM97,600092401
FRM99,600041241
FRN15,600041246
FRN17,600041247
FRN27,600039502
FRN28,600041250
FRN35,600041251
FRN37,600041252
FRN46,600041254
FRN48,600041255
FRN74,600041261
FRN85,600043675
FRN90,600035205
FRP09,600041266
FRP10,600041267
FRP15,600041268
FRP19,600041269
FRP26,600001109
FRP28,600041272
FRP45,600000984
FRP58,600000391
FRP77,600041282
FRP82,600039120
FRP99,600041285
FRQ03,600038632
FRQ13,600034346
FRQ23,600033718
FRQ27,600043095
FRQ38,600087241
FRQ45,600041292
FRQ46,600041293
FRQ47,600041294
FRQ64,600041298
FRQ66,600041299
FRQ70,600037103
FRQ80,600040520
FRQ83,600035420
FRQ84,600088861
FRQ87,600041301
FRQ88,600041302
FRQ90,600041303
FRR07,600041894
FRR14,600043112
FRR22,600000426
FRR24,600042818
FRR30,600043744
FRR40,600041310
FRR58,600041314
FRR62,600039904
FRR64,600042598
FRT05,600039166
FRT31,600041322
FRT39,600036036
FRT44,600042383
FRT58,600041328
FRT59,600036989
FRT62,600037644
FRT64,600000869
FRT73,600041330
FRT78,600041332
FRV23,600041338
FRV24,600041339
FRV37,600038966
FRV44,600041341
FRV46,600041342
FRV59,600041345
FRV64,600041347
FRV65,600041348
FRV87,600041350
FRV90,600086371
FRW01,600041355
FRW04,600091731
FRW21,600041359
FRW31,600041360
FRW39,600001260
FRW51,600041365
FRW55,600039835
FRX12,600041374
FRX14,600041375
FRX82,600041383
FRX84,600035461
FRY00,600034749
FRY05,600094531
FRY11,600041388
FRY27,600038415
FRY72,600036278
FRY79,600041392
FT003,600041856
FT006,600044141
FT015,600041395
FT020,600041398
FT023,600040802
FT028,600033507
FT034,600041402
FT036,600041403
FT042,600041406
FT056,600041408
FT061,600041409
FT063,600000933
FT083,600041416
FT093,600038528
FT097,600035765
FT104,600041420
FT121,600041424
FT153,600041427
FT164,600034134
FT240,600041442
FT244,600037415
FT248,600041444
FT251,600041446
FT253,600041447
FT274,600041449
FT293,600041451
FT294,600039066
FT312,600043719
FT323,600041454
FT325,600041455
FT338,600036121
FT339,600041458
FT341,600086301
FT346,600041460
FT351,600038420
FT363,600041462
FT371,600041465
FT378,600041468
FT426,600041476
FT428,600041477
FT431,600041478
FT435,600041479
FT436,600041480
FT470,600000412
FT474,600001110
FT476,600041489
FT517,600037649
FT583,600041498
FT590,600041500
FT608,600000760
FT627,600041507
FT629,600043824
FT633,600033258
FT640,600088771
FT650,600041510
FT654,600041511
FT693,600041515
FT720,600041516
FT747,600041522
FT751,600086971
FT764,600041525
FT769,600041526
FT774,600041527
FT788,600041529
FT792,600041530
FT809,600041531
FT820,600041532
FT837,600041534
FT839,600041535
FT851,600041584
FT852,600041538
FT868,600041541
FT890,600041545
FT893,600041546
FT918,600041548
FT978,600041549
FTA03,600043825
FTA06,600041552
FTA15,600043829
FTA34,600041557
FTA37,600043835
FTA56,600043681
FTA58,600036293
FTA65,600041561
FTA71,600000575
FTC04,600041567
FTC05,600000759
FTC16,600041568
FTC20,600041569
FTC33,600041572
FTC50,600041574
FTC55,600041576
FTC57,600085941
FTC65,600041578
FTC71,600033240
FTC72,600040348
FTC73,600041579
FTC77,600041581
FTC83,600034768
FTC85,600041582
FTC91,600041583
FTD45,600041590
FTD47,600041575
FTD51,600041591
FTD54,600041593
FTD59,600089171
FTD60,600041595
FTD62,600041596
FTD68,600036466
FTD78,600041600
FTD79,600041601
FTD88,600041604
FTD98,600041606
FTE09,600041611
FTE13,600041613
FTE40,600041618
FTE41,600042154
FTE73,600041320
FTE77,600000187
FTF00,600041627
FTF19,600041631
FTF31,600041633
FTF34,600041634
FTF36,600037173
FTF48,600041638
FTF64,600041639
FTF80,600038213
FTF93,600088271
FTG08,600039601
FTG15,600041648
FTG19,600041649
FTG22,600041651
FTG23,600041652
FTG24,600041653
FTG26,600034432
FTG31,600041654
FTG42,600041658
FTG50,600043621
FTG52,600041659
FTG55,600041660
FTG70,600000756
FTG75,600041147
FTG79,600041665
FTG81,600000265
FTG90,600000235
FTH02,600041612
FTH04,600086311
FTH09,600041669
FTH15,600041312
FTH22,600041671
FTH28,600042948
FTH33,600041673
FTH38,600039032
FTH43,600041675
FTH48,600036509
FTH57,600041967
FTH59,600042224
FTH79,600089381
FTH97,600038440
FTJ01,600087341
FTJ07,600039495
FTJ08,600033839
FTJ10,600041685
FTJ17,600041687
FTJ19,600041688
FTJ35,600041694
FTJ43,600041696
FTJ49,600041697
FTJ57,600041698
FTJ64,600041699
FTJ66,600041700
FTJ73,600034278
FTJ75,600039636
FTJ77,600041701
FTJ84,600038835
FTK09,600041708
FTK12,600036993
FTK23,600041711
FTK44,600041714
FTK49,600034565
FTK59,600033436
FTK75,600041968
FTK88,600041725
FTK98,600041362
FTL11,600039892
FTL22,600041732
FTL32,600041737
FTL39,600086791
FTL54,600041745
FTL56,600041746
FTL60,600038779
FTL66,600033259
FTL83,600037408
FTL84,600041748
FTL85,600094671
FTL86,600041749
FTL88,600043140
FTL93,600041610
FTL96,600038762
FTL97,600000644
FTM00,600041751
FTM09,600041753
FTM17,600090251
FTM27,600040388
FTM37,600036490
FTM51,600041762
FTM61,600041765
FTM69,600041767
FTM73,600000194
FTM77,600041768
FTM79,600041318
FTN17,600041770
FTN20,600038147
FTN28,600041772
FTN39,600039100
FTN74,600041780
FTN75,600041781
FTP04,600039652
FTP11,600037948
FTP20,600041790
FTP28,600000925
FTP36,600041793
FTP37,600090341
FTP38,600041794
FTP53,600041797
FTP61,600001142
FTP71,600042832
FTP86,600041801
FTP90,600041804
FTP94,600042255
FTP97,600041806
FTQ10,600041811
FTQ13,600036152
FTQ27,600041813
FTQ30,600035267
FTQ44,600041814
FTQ52,600041499
FTQ53,600041815
FTQ69,600041817
FTQ70,600038248
FTQ73,600041722
FTQ80,600041818
FTQ82,600094361
FTR43,600041826
FTR52,600041827
FTR61,600036195
FTR70,600041830
FTR94,600043166
FTR97,600035748
FTT01,600041834
FTT10,600041835
FTT25,600041837
FTT29,600041839
FTT34,600036748
FTT38,600041840
FTT47,600041842
FTT50,600040524
FTT52,600041844
FTT60,600041846
FTT68,600041847
FTT72,600043838
FTT74,600041848
FTT82,600034460
FTT94,600000600
FTV00,600041852
FTV02,600041853
FTV04,600038872
FTV09,600041854
FTV40,600038341
FTV41,600041858
FTV55,600041862
FTV58,600041863
FTV70,600000400
FTV78,600036314
FTV83,600041867
FTW15,600041870
FTW21,600035801
FTW32,600041874
FTW39,600037572
FTW66,600041878
FTW72,600041880
FTW96,600043134
FTX08,600041886
FTX10,600041888
FTX15,600041891
FTX21,600041893
FTX34,600041896
FTX36,600000433
FTX38,600000719
FTX44,600038285
FTX88,600041906
FTY01,600041908
FTY53,600041913
FTY56,600041914
FTY62,600041915
FTY64,600041916
FTY66,600041917
FTY95,600037497
FV007,600041919
FV010,600041921
FV018,600041922
FV019,600033918
FV022,600041924
FV044,600040104
FV050,600041930
FV053,600041932
FV061,600041933
FV086,600041939
FV089,600041941
FV092,600041942
FV093,600035447
FV095,600041943
FV096,600041944
FV113,600041945
FV117,600041946
FV122,600001242
FV129,600094851
FV142,600041949
FV172,600041957
FV186,600041959
FV191,600033993
FV192,600041961
FV199,600041964
FV203,600041965
FV257,600039673
FV274,600041977
FV306,600039292
FV311,600041988
FV334,600041990
